Fon,French,polarity
é hɛn  tɔn bu,elle a perdu sa,-1
é hɛn  towé bu,elle a perdu ton,-1
é hɛn  towé bu,elle a perdu tes,-1
é hɛn  mítɔn bu,elle perdu nos,-1
é hɛn  mitɔn bu,elle a perdu vos,-1
alɔ towé jlɔ,tu es adroite,1
alɔ tɔn jlɔ,elle est adroite,1
alɔ mítɔn jlɔ,nous sommes adroites,1
alɔ mitɔn jlɔ,vous êtes adroites,1
azɔwatɔ alɔjijlɔnɔ,un ouvrier adroit,1
é d'áfɔ gbĕ,elle a commis l'adultère,-1
mí d'áfɔ gbĕ,nous avons commis l'adultère,-1
é kpé xá mɛ ɖĕvo'sì,il a commis un adultère,-1
jɔhɔnmɛhunɖotɛn,aéroport,0
jɔhɔnmɛhunɖotɛn,un aéroport,0
jɔmɛhun tiin ɖokpo ɖo kutɔnu,il y a un aéroport à cotonou,1
é kan wè,c'est ton affaire,-1
ɖó nù ɖé wú,pour une affaire,1
nyɛ ɖokpónɔ́ wɛ́ kàn,c'est personnel,0
é sɔ́ xó ɔ́ d'ásí n'í,il lui ai confié l'affaire,0
un sɔ́ xó ɔ́ d'ásí nu mí,je vous ai confié l'affaire,0
é sɔ́ xó ɔ́ d'ásí nu mí,elle vous a confié l'affaire,0
mí sɔ́ xó ɔ́ d'ásí nu mi,nous vous avons confié l'affaire,0
mi sɔ́ xó ɔ́ d'ásí nu mí,vous nous avez confié l'affaire,0
xó ɔ́ ján,l'affaire est compliquée,-1
xó jɛ́n wɛ̀,cette affaire est vraiment compliquée,-1
xɔ ɔ húhɔ́,la maison s'est effondrée,-1
adɔ hɛn,il est affamé,-1
xɛvi lɛ,les oiseaux,1
xovɛ sin mì,je suis affamé,-1
wanyiyi ɔ bo wli nu agbaza ɖesu wɛ,l'amour est aussi une affection de la peau,1
xa yɛhwe,pries,1
nùɖíɖí,la foi,1
nùɖíɖí towé,ta foi,1
nùɖíɖí mitɔn,votre foi,1
é vɛ́ nú mì,ça me fait mal,-1
ayi mítɔn gba dó,on s'est affolé,-1
ayi mitɔn gba dó,vous vous êtes affolés,-1
e tún kan n'í,il l'a libéré,1
e tún kan n'í,elle l'a détaché,1
e tún kan n'í,elles l'ont libéré,1
mí tún kan n'í,nous l'avons libéré,1
mi tún kan n'í,vous l'avez libéré,1
mɛwi afɔtɔn,quinze africains,1
e nɔ́ dó tagba nú mɛ,elle est agaçante,-1
aɖù cé jí,j'ai les dents agacées,-1
e ɖò tagba dó nú mí wɛ̀,elle m'agace,-1
a yín mɛxó nu mì,tu es plus âgé que moi,0
é yín mɛxó nu mì,il est plus âgé que moi,0
é yín mɛxó nu mì,ils sont plus âgé que nous,0
mi yín mɛxó nu mí,vous êtes plus âgés que nous,0
xwe tantɔn,huit ans,0
un nyi mɛxo nu wé,je suis plus âgé que toi,0
un nyi mɛxo n'i,je suis plus âgé que lui,0
un nyi mɛxo n'i,je suis plus âgé qu'elle,0
a nyi mɛxo n'i,tu es plus âgé que lui,0
a nyi mɛxo n'i,tu es plus âgé qu'elle,0
mí nyi mɛxo n'i,nous somme plus agés que lui,0
mi nyi mɛxo n'i,vous êtes plus agés que lui,0
xwe e ɖo ta tɔn sɔ hwè ă,il est assez âgé,0
xwe nabi mi ɖo,quel âge avez-vous,0
e jɛ kpò,elle s'est agenouillée,0
e jɛ kpò,elle se sont agenouillées,0
mi jɛ kpò,vous vous êtes agenouillés,
e jɛ kpo,elle s'est agenouillée,0
e jɛ kpo,elles se sont agenouillées,0
mi jɛ kpo,vous vous êtes agenouillés,0
e jɛ kpòli,elle s'est agenouillée,0
e jɛ kpòli,elles se sont agenouillées,0
mi jɛ kpòli,vous vous êtes agenouillés,0
e jɛ kpoli,elle s'est agenouillée,0
e jɛ kpoli,elles se sont agenouillées,0
mi jɛ kpoli,vous vous êtes agenouillés,0
e jɛ kpòlí,elle s'est agenouillée,0
e jɛ kpòlí,elles se sont agenouillées,0
mi jɛ kpòlí,vous vous êtes agenouillés,0
e jɛ kpolí,elle s'est agenouillée,0
e jɛ kpolí,elles se sont agenouillées,0
mi jɛ kpolí,vous vous êtes agenouillés,0
e jɛ kpò lí,elle s'est agenouillée,0
e jɛ kpò lí,elles se sont agenouillées,0
mi jɛ kpò lí,vous vous êtes agenouillés,0
e jɛ kpò li,elle s'est agenouillée,0
e jɛ kpò li,elles se sont agenouillées,0
mi jɛ kpò li,vous vous êtes agenouillés,0
e jɛ kpo lí,elle s'est agenouillée,0
e jɛ kpo lí,elles se sont agenouillées,0
mi jɛ kpo lí,vous vous êtes agenouillés,0
azɔ̀n ɔ ɖò syɛ́nsyɛ́n wɛ̀,la maladie s'aggrave,-1
e bí,elle est agile,1
mí bí,nous sommes agiles,1
a bí,tu es agile,1
e bló ganjí,ils ont bien agi,1
e bló ganjí,elles ont bien agi,1
a bló ganjí,elle a bien agi,1
mi bló ganjí,vous avez bien agi,1
é jɔ làn,il n'agit pas comme un homme,-1
etɛ́ wú wɛ̀,de quoi s'agit-il,0
mɛxoxo nɔ wa mɔ a,un adulte n'agit pas de la sorte,-1
xwè alɔkpa tɛ́ lɛ́ wɛ,de quelles fêtes s'agit-il,0
to ɔ,le pays,1
yè ɖú gbligbli,ils se sont agités avec force,-1
zàn mɛ́ ɔ́,cette nuit,0
é ɖò kúsu xo wɛ̀,il se débat à l'agonie,-1
mì nà dó xɔ ɔ jí,nous allons agrandir la maison,1
e nɔ́ dɔn mɛ dín,ils sont de rapport très agréable,1
e nɔ́ dɔn mɛ dín,elles sont de rapport très agréable,1
é nyɔ́ ɖò nukún yétɔ́n mɛ̀,cela leur est agréable,1
é nyɔ́ ɖò nukún mitɔ́n mɛ̀,cela vous est agréable,1
gbadé,maïs,0
víví,est délicieux,1
etɛ wutu a nyla hun sɔ mɔ,pourquoi es-tu si agressive,-1
é zún fan atín ɔ́,il s'est agrippé à l'arbre,0
un ɖò nù xɔ́ tó wɛ̀,je suis aux aguets,0
ké,ah,0
kóoyì,ah,-1
yĕgè,ah,-1
kpódó,avec,0
alɔ gɔ,aide,1
alɔ gɔ towé,ton aide,1
alɔ gɔ mitɔ́n,votre aide,1
un ɖo alɔ gɔ tɔn bi e wɛ,je lui demande son aide,1
un ɖo alɔ gɔ mitɔ́n bi e wɛ,je demande votre aide,1
é ɖo alɔ gɔ tɔn bi e wɛ,il lui demande son aide,1
é ɖo alɔ gɔ mitɔ́n bi e wɛ,il demande votre aide,1
aklunɔ,seigneur,1
d'álɔ mì,aides-moi,1
do álɔ mì,aides-moi,1
"ɖo xwe gbe ɔ, e nɔ do alɔ nu mɛjitɔ yétɔn lɛ","à la maison, ils aident leur parents",1
"ɖo xwe gbe ɔ, e nɔ do alɔ nu mɛjitɔ yétɔn lɛ","à la maison, elles aident leur parents",1
"ɖo xwe gbe ɔ, mì nɔ do alɔ nu mɛjitɔ mìtɔn lɛ","à la maison, nous aidons nos parents",1
e nɔ do alɔ nu mɛjitɔ tɔn lɛ,il aide ses parents,1
măwŭ,dieu,1
mì ɖo na do alɔ nu nɔ mìtɔn,nous devons aider notre mère,1
é ɖo na do alɔ nu nɔ yétɔn,ils doivent aider leur mère,1
é ɖo na do alɔ nu nɔ tɔn,elle doit aider sa mère,1
mi ɖo na do alɔ nu tɔ mitɔn,vous devez aider votre père,1
é ɖo na do alɔ nu tɔ tɔn,il doit aider son père,1
mi gɔ alɔ nu mi,aidez-moi,1
vi,enfants,1
wà d'álɔ mì kpɛɖé,viens m'aider un peu,1
yĕgè,aïe,-1
tɔ́gbó mitɔ́n lɛ́,vos aïeux,1
tɔ́gbó tɔ́n lɛ́,ses aïeux,1
gbe tɔn wínní,sa voix est aiguë,1
nyɛ̀ví,l'aiguille,-1
fítɛ́ a sɔ́  ɔ́ ɖó,où as-tu mis,0
e ɖo jivi ɔ gan wɛ,il aiguise le couteau,0
un ɖo jivi lɛ gan wɛ,j'aiguise les couteaux,0
e vlɔ́n awà,il a déplié les ailes,0
fi ɖevo wɛ nuvivɛ ɔ ɖe,le problème est ailleurs,-1
e fá xomɛ̀,elle est aimable,1
a fá xomɛ̀,tu es aimable,1
mi fá xomɛ̀,vous êtes aimable,1
mɛ ɖagbe wɛ̀,il est aimable,1
wàn tɔ́n nɔ́ yí mɛ,il est aimable,1
mɛɖubomi ce wɛ̀,c'est mon bien-aimé,1
vivɛna ce,mon aimé,1
vivɛná cè,ma bien-aimé,1
a yí wàn ná à,tu aimes,1
a yi wan nu mi,tu m'aimes,1
bo yi wan nu mɛjitɔ tɔn lɛ,et aimait ses parents,1
e yi wan nu,il aime,1
e yi wan nu we,il t'aime,1
etɛ wutu e na yi wan nu mɛɖe,pourquoi s'aimer,0
jesu,Jésus,1
kɔkú,Koku,0
nù nyɔ́ nukún cé mɛ̀,j'aime,1
mi ní nɔ́ mɔ̀ miɖéé gbɔ́,aimez-vous les uns les autres,1
nù tówé nyɔ́ nukún cé mɛ,je t'aime,1
un yi wan nu i,je l'ai aimé,1
un yí wàn nú wè,je t'aime,1
un yi wan nu ye,je les aime,1
ye yi wan nu mi,ils nous aiment,1
ye yi wan nu we,ils t'aiment,1
ye yi wan nu ye ɖe tawun,elles s'aiment bien,1
ye yi wan nu yeɖee bo lɛ yi wan nu vi yetɔn lɛ ɖesu,ils s'aiment et ils aiment leurs enfants,1
a nyí mɛxó nú mì,tu es mon aîné,1
fofó cé wɛ̀,c'est mon frère aîné,1
fofo ɖaxo,frère aîné,1
fofó ɖaxo,frère aîné,1
fófó ɖaxo,frère aîné,1
mɛxo ce wɛ a nyi,tu es mon aîné,1
nɔví e nɛgbé un jɛ ɔ́,mon frère aîné,1
nukɔngbɛví,l'ainé,1
nukɔngbɛví ɔ́ nyi,l'ainé s'appelle,1
un jɛ̀ nɛgbé tɔ̀n,il est mon aîné,1
a na bló mɔ̆,tu feras ainsi,1
bo bló lĕ,fais ainsi,1
đ'ání wú wɛ̀ a bló mɔ̌,pourquoi as-tu fait ainsi,0
é gán jɛ́ wú ɖɔ̀ mɔ̀ jɛ̀n cí,il a assuré que c'est ainsi,1
é kɔ́n nɔ́ bló mɔ̆,mais on fait ainsi,0
e má nyí mɔ̆ à ɔ́,s'il n'en est pas ainsi,0
e nɔ́ mɔ̆ xɔ xwe wè,il resta ainsi pendant deux ans,0
e nyí mɔ̆ hŭn,s'il en était ainsi,0
lĕ un nɔ bló gbɔ́n ɔ́ nɛ́,c'est ainsi que je fais,1
lèé cí é nɛ́,c'est ainsi,1
mɔ̀ jɛ́n wɛ̀,c'est ainsi,1
mɔ̀ ká wɛ̀,c'est ainsi,1
mɔ̆ wɛ̀,c'est ainsi,1
mɛ e ka na bló mɔ̀ lé ɔ́ é ná mɔ́ gbɛ̀,celui qui fera ainsi trouvera la vie,1
mĭ mɛwi lɛ́ ɔ́ mì nɔ́ wà mɔ̆,nous les africains nous faisons ainsi,1
nù nyí mɔ̆,c'est ainsi,1
é kpɔ́n mì xaàn,il m'a regardé d'un air méchant,-1
é kpɔ́n mì xaàn,ils m'ont regardé d'un air méchant,-1
mi ɖò jɔhɔn nu,vous êtes en plein courant d'air,0
ayi ce j'àyĭ,je suis à l'aise,1
é ɖo vuvo mɛ̀,il est à l'aise,1
e vò sɔ̀ mɔ̆ ă,ils ne sont pas tellement à l'aise,-1
é ɖo vuvo mɛ̀,elle est à l'aise,1
e vò sɔ̀ mɔ̆ ă,elle ne sont pas tellement à l'aise,-1
e má fá nɛ́,ce n'est pas aisé,-1
d'é mέ nú mì,ajoute-moi un supplément,0
é sɔ́ kwékwé we dó ná mì xú ná,elle m'a ajouté deux bananes par dessus le marché,1
gɔ̆ kpɛɖé d'é wú,ajoute un peu,1
xó ɖè sɔ́ kpò ă,il n'y a rien à ajouter,0
yèɖé nùsúnnú ɔ́,ajoute des ingrédients dans la sauce,1
é ɖò zɛ̆nzɛ̆n ganjí à,est-ce bien ajusté,1
e syɔ́ lyŏ,elle a préparé l'akassa le passant à la vapeur,1
é nɔ́ nu ahan díngàn,il boit trop d'alcool,-1
un ɖo ahan syɛnsyɛn kɔfu ɖokpo nu wɛ,je bois un verre d'alcool,0
un na nu sin a un na lɛ nu ahanta ɖesu a,je ne boirai ni eau ni alcool,-1
un gbɔ̀n akpá n'í,je l'ai alerté,1
gbɛtɔ́ ɖokpo,une personne,0
anɔ ná vì,allaiter un enfant,1
un ɖò anɔ ná vì cé wɛ̀,j'allaite mon enfant,1
mi ɖò anɔ ná vì mitɔ́n wɛ̀,vous allaitez vos enfants,1
mi vɛ́ nɔ kpɔn alí ganji,regardez bien la route,1
mì nì vɛ́ nɔ kpɔn alí ganji,regardons bien la route,1
a ɖo ɖagbe à,comment vas-tu,0
a ɖo gangi à,est-ce que tu vas bien,0
a fɔ́n à,comment vas-tu aujourd'hui,1
é ɖo ɖagbe à,comment vas-t-il,0
é ɖo gangi à,est-ce qu'il va bien,0
é fɔ́n à,comment vas-t-il aujourd'hui,1
a na wa xɔ atinsinsɛn ɖokpo à,est-ce que tu vas acheter un fruit,1
é nă yì,il ira,1
é nă yì,elle ira,1
a yì gɔ̀n tɔ́n à,es-tu allé chez lui,0
afɔ jɛ́n un wa ɖó té,je ne vais pas tarder,1
akɔ ce,ma famille,1
ye ni ma yi o,qu'ils ne s'en aillent pas,0
alɔganví élɔ́,cet anneau,1
asu towé,ton mari,1
asi towé ɖo gangi à,est-ce que ta femme va bien,1
avun towé na ɖu mì,ton chien va me mordre,-1
azɔ̀ wà gbé á xwé,tu vas au travail,1
azɔ̀ wà gbé é xwé,elle va au travail,1
azɔ̀ wà gbé mi xwé,vous allez au travail,1
azɔ̀ wà gbé é xwé à,est-ce qu'il va au travail,0
azɔ̀ wà gbé é xwé à,est-ce qu'elle va au travail,0
azɔ̀ wà gbé mì xwé à,est-ce que nous allons au travail,0
bɛ̆ hwiɖéé yì,va-t-en,-1
bo yì,va-t-en,0
un na xɔ jɛ,je vais acheter du sel,0
é na xɔ jɛ,ils vont acheter du sel,0
é na xɔ jɛ,elles vont acheter du sel,0
mi na xɔ jɛ,vous allez acheter du sel,0
é ja,il arrive,1
é ja,elle arrive,1
mì ja,nous arrivons,1
un ko ja,j'arrive,1
é ko ja,ils arrivent déjà,1
é ko ja,elles arrivent déjà,1
mi ko ja,vous arrivez déjà,1
é ja xɔ jɛ,il veut acheter du sel,1
é ja xɔ jɛ,elle veut acheter du sel,1
mì ja xɔ jɛ,nous voulons acheter du sel,1
e ɖo ganji à,il va bien,1
e jɛ́ mì ganjí,cela me va très bien,1
é ná yì,il ira,1
é ná yì,elle ira,1
e xwé,il va à,0
e xwé,elle va à,0
é xwé,ils vont à,0
é xwé,elles vont à,0
é yì,il est allé à,0
é yì,ils sont allé à,0
é yì,elle est allée à,0
é yì,elles sont allées à,0
toxomɛ̀,en ville,1
é yi toxomɛ̀,ils sont allés en ville,1
é yi toxomɛ̀,elles sont allées en ville,1
mì xwé,nous allons à,1
mì yì,nous sommes allés à,1
mì yì toxomɛ̀,nous sommes allés en ville,1
mi xwé,vous allez à,1
mi yì,vous êtes allés à,1
mi yi toxomɛ̀,nous êtes allés en ville,1
ɛɛn un ɖo ganji,oui je vais bien,1
un jlo na yi a,je ne veux pas y aller,-1
un jlo na yi ă,je ne veux pas y aller,-1
gɔn tɔn,chez elle,0
gɔn mitɔn,chez vous,0
eo un jlo na yi gɔn tɔn ă,non je ne veux pas aller chez lui,-1
etɛ́ é na sɔ́ dó wá ná,que vas-t-il en faire,0
etɛ́ mí na sɔ́ dó wá ná,qu'allons nous en faire,0
etɛ mí na nu,qu'allons-nous boire,0
etɛ é na nu,que va-t-il boire,0
kútɔ́nú,cotonou,1
etɛ́ wá gbé w'ɛ́ yì ɖò,qu'est-il allé faire au,0
etɛ́ wá gbé w'ɛ́ yì ɖò,qu'est-il allée faire au,0
etɛ́ wá gbé mi xwé yì ɖò,qu'allez-vous faire à,0
fí ɖĕe un xwe ɔ́,là où je vais,0
fí ɖĕe é xwe ɔ́,là où il va,0
fí ɖĕe mí xwe ɔ́,là où nous allons,1
fí è un na zún dó é ba wɛ un ɖè,je cherche où aller,0
fí è mi na zún dó é ba wɛ un ɖè,vous cherchez où aller,0
fí tɛ́ a wă yì,où es-tu allé,0
fí tɛ́ é wă yì,où es-t-elle allé,0
fí tɛ́ mì wă yì,où sommes-nous allés,0
fitɛ é xwe,où vas-t-il,0
fitɛ é xwe,où vont-t-ils,0
fitɛ mi xwe,où allez-vous,0
fítɛ́ tɔ́ towé ká yì,où est allé ton père,0
hwenu ɖò dìndín dó wé wɛ̀,nous allons être en retard,-1
hwetɛnu a yi azɔmɛ,quand es-tu allé à l'école,0
hwetɛnu é yi azɔmɛ,quand est-il allé à l'école,0
hwetɛnu é yi azɔmɛ,quand sont-ils allés à l'école,0
hwetɛnu mí yi azɔmɛ,quand sommes-nous allés à l'école,0
paraku,parakou,1
jĭ ɖò nà já wɛ̀,il va pleuvoir,0
lanmɛ ce yá ă,je ne vais pas bien,-1
ma yì xwé,je m'en vais à la maison,0
mi na yi,nous irons,0
mì ná yí nɔ yɛtɛ̀n,nous allons nous mettre à l'ombre,1
mi na yi,nous irons à,0
mì nú má yì,allons,1
kɔfo,verre,1
mi yi yewunkonnyɛɖowutɛn a,nous ne sommes pas allés au cinéma,0
sɛ̀ sín fínɛ́,va-t-en,-1
un ɖo ganji,je vais bien,1
agbŏmɛ̀,abomey,1
un dó kɛkɛ́ yi,je suis allé à moto à,0
un fɔn ganji,je vais bien merci,1
un na kpé nukún wú,je vais m'en occuper,1
gbɔxíkɔ̀n,bohicon,1
un wá yi kɔvɛ̀,je suis allé à covè,1
un xwè nɔ ce gɔ́n,je vais chez ma mère,1
un xwè xwé gbè,je vais à la maison,1
un yi dɔn ɖáyi,j'étais allé là-bas,0
yè ná yì,ils iront,0
yè yí sá xwé ɖò kútɔ́nú,ils sont allés s'établir à cotonou,1
alɔ,bras,0
mi dlɛ̆n,allongez,1
alɔ towé,ton bras,0
xuta,plage,1
mí ɖo mí ɖe dlɛn ɖo xuta nyɛkɛn mɛ,nous nous allongeons sur le sable de la plage,1
yă wŭ ɖi zɔnlìn,allonge le pas,0
zogbɛ́n lɛ́ tá à,les phares sont-ils allumés,0
un ɖo fɔfi,j'ai des allumettes,0
é nɔ kùn mɔ̆tò vuù,il conduit sa voiture à vive allure,-1
bo un gbo do hun yi azomɛ,alors je suis allée à l'école en bus,0
xo wɛ ɖo nu cè hwenɛ́nu,j'étais alors enceinte,1
yiyi wɛ jɛ́n á kó ɖè nɛ́ à,alors tu t'en vas déjà,0
blo xwe ɔ,arranges la maison,1
kponɔ lɛ́,les gendarmes,0
kplá,amènes,0
a na kpl'ɛ́ wá nú mì,tu me l'amèneras,0
etɛ́ dɔ́n wé wá,qu'est-ce qui t'amène,0
etɛ́ dɔ́n mì wá,qu'est-ce nous amène,0
mi kpla wa ɖo gan tantɔn mɛ zanzan,amenez-la vers huit heures demain,1
nɛ̆ gbɔ̀n,qu'est-ce qui t'amène,0
azinzɔnnɔ ɔ ɖo amasin vɛsɛvɛsɛ nu wɛ,le malade boit une tisane amère,-1
remi ya vi tawun,rémi pleura amèrement,-1
yè fɔ́n tomɛnu lɛ́ dó jĭ tɔ̀n,ils ameutèrent les habitants contre lui,-1
mì nà húzú xɔ́ntɔ̀n,nous allons devenir amis,1
nɔ ce sin xɔntɔn,un ami à ma mère,1
un jlo ná zùn xɔ́ntɔ́n xá wè,je voudrais être ton amie,1
un xwe xɔntɔn ce lɛ gɔn,je vais chez mes amis,1
xɔntɔn ce wɛ,c'est mon amie,1
gbedido xɔntɔn tɔn,un bonjour amical,1
é d'alɛ̀ wŭ cè,il a violé notre pacte d'amitié,-1
xɔ́ntɔ́n nyɔ́,l'amitié est une bonne chose,1
e ɖo wanyiyi nu asi tɔn,il a de l'amour pour sa femme,1
asibá,assiba,1
e ɖo wànyìyí nú,il est amoureux de,1
e ɖó wànyìyí nú,elle est amoureuse de,1
e yí wàn nú,elle est amoureuse de,1
un ɖo wànyìyí nú,je suis amoureux de,1
un ɖó wànyìyí nú,je suis amoureuse de,1
un yí wàn nú,je suis amoureuse de,1
é d'áwù zɛɛ̀,elle a mis robe très ample,0
alɔ ce ɖó zosin,j'ai des ampoules aux mains,-1
e hwɛ́n,il est amusant,1
é hwɛ́n tó cè,c'est amusant,1
un mɔ ɖɔ ayihun nu wɛ,je trouve que c'est plus amusant,1
mi d'ayihun ganji,amusez-vous bien,1
vi lɛ yi wan nu d'ayihun,les enfants aiment s'amuser,1
eo un ɖo xwe tɛnwe,non j'ai sept ans,0
un ɖó xwé kó,j'ai vingt ans,0
un tuun n'i ɖo xwe tantɔn ɖie,il y a huit ans que je le connais,0
xwe kpíkpé,le nouvel an,1
xwè yàɖéyaɖé,le nouvel an,1
e ɖà hun cè,on a analysé mon sang,0
e gbɛ agɔnde lɛ bo bɛ yi aximɛ,les ananas furent cueillis et portés au marché,1
un na xɔ agɔn ɖokpo,j'achèterai un ananas,1
heelú n'í,qu'il soit anathème,-1
dòkó tówè,tes ancêtres insulte,-1
mì kplé ká nú mɛxó lɛ́,on a donné à manger aux ancêtres,1
dàgbo ce lɛ,mes ancêtres,0
dàgbo tɔn lɛ,ses ancêtres,0
dàgbo mìtɔn lɛ,nos ancêtres,0
bɛnɛ́,bénin,1
e ji mi ɖo,je suis néé,1
hɛnnumɔ tɔn ɖo xo hu ce,sa famille est plus ancienne que la mienne,0
dɔkun ɔ́ bì vívá,toute la fortune est anéantie,-1
é jɛ̀ vɛ̀súvɛ́sú,il a une angine,-1
axi ɔ́ jɛ̀,le marché est animé,1
afɔ ce blá,mon pied est ankylosé,-1
é ɖie mama xwe ɔ ni nyí xwesi nú mĭ bi,maman bonne et heureuse année à nous tous,1
kú dó xwè yɔ̀yɔ́,bonne année,1
mì fó xwè,nous avons fini l'année,1
sun wewe wɛ ɖo xwe ɖokpo mɛ,une année compte douze mois,0
xwe ɖokpó hwà ɖokpó,bonne année,1
xwemɛ xwemɛ̀,chaque année,0
xwe ɖokpó hwà ɖokpó,bon anniversaire,1
é yì fí ɖagbe,c'est ainsi qu'on annonce la mort d'un varioleux,1
un wá dó wɛn nú wé ɖɔ̀ é kún ná wá ó,je viens t'annoncer qu'il ne viendra pas,-1
e gbídí hwɛ ɔ́,il a annulé le jugement,1
e gbɛ́ wàn nú mì,il a de l'antipathie pour moi,1
e nɔ́ mɔ́ mí gbɔ̀ ă,je lui suis antipathique,-1
ayi tɔn j'àyí ă,il est anxieux,-1
azɔn ɔ húhwɛ́ nú mì,la maladie s'est apaisée pour moi,1
enɛ́ ɔ́ fá xomɛ nú mì,cela m'a apaisé,1
wùvɛ́ éé mɔ́ wɛ̀ mì ɖé ɔ́ jɔhon gbɔn mɛ̀,notre souffrance s'est apaiséé,1
a mɔ ɖó mɔ̆ à,t'es-tu aperçu de cela,0
un mɔ ɛ̀ sɛ́ dó,je l'ai aperçu de loin,0
un mɔ mi sɛ́ dó,je vous ai aperçu de loin,0
un mɔ wé sɛ́ dó ɖ'alixò,je t'ai aperçu sur le chemin,0
é mɔ wé sɛ́ dó,il t'a aperçu de loin,0
é mɔ ɛ̀ sɛ́ dó ɖ'alixò,il l'a a aperçu sur le chemin,0
é mɔ mi sɛ́ dó ɖ'alixò,il vous a aperçu sur le chemin,0
mí mɔ mi sɛ́ dó ɖ'alixò,nous vous avons aperçu sur le chemin,0
e gbígbá ayìkúngban,on a cassé le terrain,-1
ayìɖóhwɛɖó ɖò nù wá wɛ̀,l'arc-en-ciel est apparu,1
e jlɛ́ kwɛ́,il a fait apparaître de l'argent,0
sun lín,la lune est apparue,1
e vá dó wú yè,il leur est apparenté,1
xɔnɔnɔmɛ̀,chambre à coucher,0
mɛ tɔ́n wɛ̀,a qui cela appartient-il,0
un na ylɔ́ nyikɔ́ lɛ́,je vais faire l'appel,0
azan ɖevo gbe ɔ tɔ tɔn wa ylɔ ɛ bo ɖɔ n'i ɖɔ,la semaine suivante son père l'appela et lui dit,0
e ɖo nɔ tɔn ylɔ wɛ,il appelle sa maman,1
é nɔ nyi,il s'appelle,1
wa ylɔ e,l'appela,1
un nɔ nyi,je m'appelle,1
vĭ towé,ton enfant,1
vĭ yétɔn,leur enfant,1
vĭ yétɔn,leurs enfants,1
unglɛsia,l'anglais,1
wà dó tɛɛtɛ́ nú vì ɔ́,viens apprendre à marcher à l'enfant,1
un yí azɔ̀ví yɔ̀yɔ́,j'ai engagé un nouvel apprenti,0
e ɖò azɔ̀ kplɔ́n xɔ́'sá,il est en apprentissage,1
é sɔ́ nŭ bó ɖò cɛ́ɛ́,il s'est bien apprêté,1
alɔ towe ɖíè,"bravo, mes félicitations",1
é sɛ́ yá bì kɛ́nnɛ́kɛ́nnɛ́,il s'approcha tout près,0
mɛɖé kánbyɔ́  gbe ɖokpó ɖɔ̀,"un jour, un homme s'approche de  et lui demande",0
mì kó sɛ́ kpɔ́,nous approchons de porte-novo,0
xwe ɖò sisɛ yá wɛ,la fête approche,1
e gɔ́ngɔ́n do ɔ́,il a approfondi le puits,0
é klá jɛ̀ xwé ɔ́ nú,il s'est approprié la maison,0
un ɖò é tɔ́n jí,je l'approuve,1
é ɖò gblŏlŏ mɛ̀,il est sans appui,-1
hlɔ́nhlɔ́n mitɔ́n,notre force,1
e ɖo te alɔ ɖo zɛnzɛn ɖo kpo ji,il se tenait debout la main appuyée sur une canne,0
un gán dó wùtú tɔ̀n,je m'appuie sur lui,0
akánmú wlí ɖɛ̆,la potasse est âpre,-1
amɔ e ya ɔ un ɖo na wa azɔ ce lɛ e nɔ ci kɔ,mais après je dois faire mes devoirs c'est épuisant,-1
azan tantɔn gbe gudo ɔ,après huit jours,0
de e yi xo gudo e jujɔn ayi,après avoir pris la parole il se rassit,0
e nɛ ɔ gudo ɔ,après cela,0
e ya ɔ na ɖɔ nu we,je te le dirai après,0
ee a wa fí gúdó ɔ́,après que tu sois venu ici,0
enɛ́ gúdó ɔ́,et après,0
nuɖuɖu gudo,après le manger,0
wa ɖu nu e ya ɔ a na fo,viens manger tu finiras après,1
zanzan nuɖuɖu gudo,après déjeûner,1
ku do hwemɛ,bon après-midi,1
un na wá hwelɛ́kɔ̀,je viendrai dans l'après-midi,0
a ko sú aziín ɔ́'xɔ́ à,as-tu payé les arachides,0
atin ɖagbe,un bel arbre,1
e xá atín ɔ́ jí,il est monté sur l'arbre,0
ayìɖóhwɛɖó ɖò nù wá wɛ̀,l'arc-en-ciel s'est levé,1
e hɛ̀n azɔ̀ ɔ́ cɔ dà,il a ralenti l'ardeur du travail,0
a ɖo akwɛ a,tu n'as pas d'argent,-1
co bɔ ka mɔ kwɛ a,pourtant il n'a pas eu d'argent,-1
e ná wá ɖó akwɛ gege,il finira par avoir beaucoup d'argent,1
enyi  w'azɔ ɔ e na mɔ kwɛ,si  travaille il aura de l'argent,1
enyi a w'azɔ ɔ e na mɔ kwɛ,si tu travaille tu auras de l'argent,1
enyi é w'azɔ ɔ e na mɔ kwɛ,si ils travaillent ils auront de l'argent,1
enyi é w'azɔ ɔ e na mɔ kwɛ,si elles travaillent elles auront de l'argent,1
enyi mí w'azɔ ɔ e na mɔ kwɛ,si nous travaillont nous auront de l'argent,1
nu ye ɖo kwɛ ɔ,quand ils ont de l'argent,0
un mɔ̀ akwɛ́ ă,je n'ai pas d'argent,-1
un ta gbavinukpɛnnɔ hwenu ɖe heros ɔ ɖo tu ɖe hu mɛ ɔ ba wɛ ɔ,j'ai allumé la télévision au moment où le héros cherchait l'arme du crime,1
asá tɔ́n gbándán,il a les jambes arquées,-1
é d'álɔ ɖa tɔn mɛ̀ bo hɛ̀n dagbe gaga ɖokpó bó sun fawùn,elle mit la main à ses cheveux et en pris un beau grand et l'arracha d'un coup sec,-1
